VARIABLES="U","Y"
ZONE F=POINT
I=128
0.00000000	0.00000000
-0.00501593	0.00781250
-0.00984379	0.01562500
-0.01449979	0.02343750
-0.01899922	0.03125000
-0.02335647	0.03906250
-0.02758515	0.04687500
-0.03169810	0.05468750
-0.03570744	0.06250000
-0.03962463	0.07031250
-0.04346047	0.07812500
-0.04722516	0.08593750
-0.05092833	0.09375000
-0.05457905	0.10156250
-0.05818582	0.10937500
-0.06175665	0.11718750
-0.06529903	0.12500000
-0.06881992	0.13281250
-0.07232580	0.14062500
-0.07582264	0.14843750
-0.07931590	0.15625000
-0.08281055	0.16406250
-0.08631103	0.17187500
-0.08982125	0.17968750
-0.09334459	0.18750000
-0.09688388	0.19531250
-0.10044138	0.20312500
-0.10401876	0.21093750
-0.10761709	0.21875000
-0.11123683	0.22656250
-0.11487778	0.23437500
-0.11853907	0.24218750
-0.12221915	0.25000000
-0.12591578	0.25781250
-0.12962598	0.26562500
-0.13334603	0.27343750
-0.13707144	0.28125000
-0.14079696	0.28906250
-0.14451655	0.29687500
-0.14822339	0.30468750
-0.15190983	0.31250000
-0.15556747	0.32031250
-0.15918706	0.32812500
-0.16275863	0.33593750
-0.16627140	0.34375000
-0.16971387	0.35156250
-0.17307383	0.35937500
-0.17633838	0.36718750
-0.17949399	0.37500000
-0.18252658	0.38281250
-0.18542151	0.39062500
-0.18816372	0.39843750
-0.19073775	0.40625000
-0.19312788	0.41406250
-0.19531814	0.42187500
-0.19729249	0.42968750
-0.19903487	0.43750000
-0.20052933	0.44531250
-0.20176011	0.45312500
-0.20271179	0.46093750
-0.20336941	0.46875000
-0.20371854	0.47656250
-0.20374543	0.48437500
-0.20343713	0.49218750
-0.20278155	0.50000000
-0.20176763	0.50781250
-0.20038537	0.51562500
-0.19862595	0.52343750
-0.19648177	0.53125000
-0.19394656	0.53906250
-0.19101536	0.54687500
-0.18768460	0.55468750
-0.18395208	0.56250000
-0.17981697	0.57031250
-0.17527977	0.57812500
-0.17034229	0.58593750
-0.16500751	0.59375000
-0.15927958	0.60156250
-0.15316361	0.60937500
-0.14666558	0.61718750
-0.13979217	0.62500000
-0.13255051	0.63281250
-0.12494805	0.64062500
-0.11699225	0.64843750
-0.10869030	0.65625000
-0.10004886	0.66406250
-0.09107371	0.67187500
-0.08176936	0.67968750
-0.07213870	0.68750000
-0.06218252	0.69531250
-0.05189907	0.70312500
-0.04128356	0.71093750
-0.03032759	0.71875000
-0.01901863	0.72656250
-0.00733934	0.73437500
0.00473304	0.74218750
0.01722735	0.75000000
0.03017924	0.75781250
0.04363182	0.76562500
0.05763636	0.77343750
0.07225293	0.78125000
0.08755099	0.78906250
0.10360985	0.79687500
0.12051902	0.80468750
0.13837829	0.81250000
0.15729765	0.82031250
0.17739677	0.82812500
0.19880411	0.83593750
0.22165556	0.84375000
0.24609239	0.85156250
0.27225870	0.85937500
0.30029790	0.86718750
0.33034859	0.87500000
0.36253946	0.88281250
0.39698335	0.89062500
0.43377051	0.89843750
0.47296115	0.90625000
0.51457733	0.91406250
0.55859466	0.92187500
0.60493387	0.92968750
0.65345294	0.93750000
0.70394014	0.94531250
0.75610873	0.95312500
0.80959405	0.96093750
0.86395386	0.96875000
0.91867285	0.97656250
0.97317245	0.98437500
1.00000000	0.99218750
