VARIABLES="X","Y","U","V","P"
ZONE  F=POINT
I=32, J=32
0.00000000	0.00000000	0.00000000	0.00000000	1.01316008
0.03225806	0.00000000	0.00000000	0.00000000	1.01305782
0.06451613	0.00000000	0.00000000	0.00000000	1.01277241
0.09677419	0.00000000	0.00000000	0.00000000	1.01238661
0.12903226	0.00000000	0.00000000	0.00000000	1.01200459
0.16129032	0.00000000	0.00000000	0.00000000	1.01169488
0.19354839	0.00000000	0.00000000	0.00000000	1.01149730
0.22580645	0.00000000	0.00000000	0.00000000	1.01143270
0.25806452	0.00000000	0.00000000	0.00000000	1.01151076
0.29032258	0.00000000	0.00000000	0.00000000	1.01173496
0.32258065	0.00000000	0.00000000	0.00000000	1.01210520
0.35483871	0.00000000	0.00000000	0.00000000	1.01261846
0.38709677	0.00000000	0.00000000	0.00000000	1.01326820
0.41935484	0.00000000	0.00000000	0.00000000	1.01404308
0.45161290	0.00000000	0.00000000	0.00000000	1.01492544
0.48387097	0.00000000	0.00000000	0.00000000	1.01588998
0.51612903	0.00000000	0.00000000	0.00000000	1.01690316
0.54838710	0.00000000	0.00000000	0.00000000	1.01792363
0.58064516	0.00000000	0.00000000	0.00000000	1.01890386
0.61290323	0.00000000	0.00000000	0.00000000	1.01979316
0.64516129	0.00000000	0.00000000	0.00000000	1.02054195
0.67741935	0.00000000	0.00000000	0.00000000	1.02110684
0.70967742	0.00000000	0.00000000	0.00000000	1.02145598
0.74193548	0.00000000	0.00000000	0.00000000	1.02157399
0.77419355	0.00000000	0.00000000	0.00000000	1.02146556
0.80645161	0.00000000	0.00000000	0.00000000	1.02115741
0.83870968	0.00000000	0.00000000	0.00000000	1.02069823
0.87096774	0.00000000	0.00000000	0.00000000	1.02015677
0.90322581	0.00000000	0.00000000	0.00000000	1.01961835
0.93548387	0.00000000	0.00000000	0.00000000	1.01917883
0.96774194	0.00000000	0.00000000	0.00000000	1.01893077
1.00000000	0.00000000	0.00000000	0.00000000	1.01886534
0.00000000	0.03225806	0.00000000	0.00000000	1.01326235
0.03225806	0.03225806	0.00003618	-0.00003546	1.01315908
0.06451613	0.03225806	-0.00029501	0.00021567	1.01288924
0.09677419	0.03225806	-0.00110760	0.00050978	1.01254212
0.12903226	0.03225806	-0.00236776	0.00076033	1.01220285
0.16129032	0.03225806	-0.00398507	0.00094521	1.01192986
0.19354839	0.03225806	-0.00585589	0.00106599	1.01175870
0.22580645	0.03225806	-0.00788151	0.00113100	1.01170896
0.25806452	0.03225806	-0.00997334	0.00114851	1.01179043
0.29032258	0.03225806	-0.01205212	0.00112438	1.01200713
0.32258065	0.03225806	-0.01404484	0.00106167	1.01235951
0.35483871	0.03225806	-0.01588158	0.00096124	1.01284506
0.38709677	0.03225806	-0.01749351	0.00082286	1.01345778
0.41935484	0.03225806	-0.01881268	0.00064651	1.01418704
0.45161290	0.03225806	-0.01977378	0.00043366	1.01501620
0.48387097	0.03225806	-0.02031773	0.00018842	1.01592150
0.51612903	0.03225806	-0.02039681	-0.00008162	1.01687151
0.54838710	0.03225806	-0.01998061	-0.00036500	1.01782758
0.58064516	0.03225806	-0.01906213	-0.00064652	1.01874542
0.61290323	0.03225806	-0.01766295	-0.00090802	1.01957793
0.64516129	0.03225806	-0.01583660	-0.00112982	1.02027919
0.67741935	0.03225806	-0.01366920	-0.00129267	1.02080924
0.70967742	0.03225806	-0.01127659	-0.00138001	1.02113905
0.74193548	0.03225806	-0.00879780	-0.00138036	1.02125499
0.77419355	0.03225806	-0.00638490	-0.00128920	1.02116221
0.80645161	0.03225806	-0.00419011	-0.00111037	1.02088613
0.83870968	0.03225806	-0.00235091	-0.00085694	1.02047214
0.87096774	0.03225806	-0.00097401	-0.00055217	1.01998332
0.90322581	0.03225806	-0.00011768	-0.00023263	1.01949655
0.93548387	0.03225806	0.00022977	0.00004304	1.01909641
0.96774194	0.03225806	0.00018112	0.00017477	1.01886435
1.00000000	0.03225806	0.00000000	0.00000000	1.01879989
0.00000000	0.06451613	0.00000000	0.00000000	1.01355211
0.03225806	0.06451613	-0.00022517	0.00029499	1.01342686
0.06451613	0.06451613	-0.00118179	0.00114376	1.01314909
0.09677419	0.06451613	-0.00293302	0.00207272	1.01284498
0.12903226	0.06451613	-0.00540634	0.00287745	1.01256529
0.16129032	0.06451613	-0.00846173	0.00348811	1.01234814
0.19354839	0.06451613	-0.01193611	0.00389642	1.01221876
0.22580645	0.06451613	-0.01566711	0.00411743	1.01219236
0.25806452	0.06451613	-0.01950234	0.00417059	1.01227739
0.29032258	0.06451613	-0.02330048	0.00407149	1.01247802
0.32258065	0.06451613	-0.02692856	0.00382945	1.01279552
0.35483871	0.06451613	-0.03025874	0.00344865	1.01322849
0.38709677	0.06451613	-0.03316639	0.00293109	1.01377238
0.41935484	0.06451613	-0.03553072	0.00228026	1.01441837
0.45161290	0.06451613	-0.03723824	0.00150503	1.01515226
0.48387097	0.06451613	-0.03818894	0.00062302	1.01595346
0.51612903	0.06451613	-0.03830458	-0.00033713	1.01679450
0.54838710	0.06451613	-0.03753809	-0.00133468	1.01764141
0.58064516	0.06451613	-0.03588288	-0.00231768	1.01845516
0.61290323	0.06451613	-0.03338066	-0.00322554	1.01919417
0.64516129	0.06451613	-0.03012622	-0.00399376	1.01981796
0.67741935	0.06451613	-0.02626789	-0.00456001	1.02029138
0.70967742	0.06451613	-0.02200263	-0.00487141	1.02058916
0.74193548	0.06451613	-0.01756517	-0.00489170	1.02069986
0.77419355	0.06451613	-0.01321153	-0.00460770	1.02062870
0.80645161	0.06451613	-0.00919763	-0.00403399	1.02039854
0.83870968	0.06451613	-0.00575452	-0.00321610	1.02004903
0.87096774	0.06451613	-0.00306168	-0.00223324	1.01963358
0.90322581	0.06451613	-0.00121937	-0.00120378	1.01921491
0.93548387	0.06451613	-0.00022021	-0.00029880	1.01885902
0.96774194	0.06451613	0.00008082	0.00022976	1.01862836
1.00000000	0.06451613	0.00000000	0.00000000	1.01855168
0.00000000	0.09677419	0.00000000	0.00000000	1.01395232
0.03225806	0.09677419	-0.00056175	0.00114632	1.01377614
0.06451613	0.09677419	-0.00225735	0.00292349	1.01343174
0.09677419	0.09677419	-0.00501641	0.00473431	1.01311585
0.12903226	0.09677419	-0.00869351	0.00628902	1.01285211
0.16129032	0.09677419	-0.01309794	0.00747496	1.01265950
0.19354839	0.09677419	-0.01802180	0.00827136	1.01255107
0.22580645	0.09677419	-0.02325806	0.00869721	1.01253502
0.25806452	0.09677419	-0.02860880	0.00878185	1.01261628
0.29032258	0.09677419	-0.03388654	0.00855058	1.01279785
0.32258065	0.09677419	-0.03891221	0.00801992	1.01308127
0.35483871	0.09677419	-0.04351253	0.00719906	1.01346646
0.38709677	0.09677419	-0.04751905	0.00609483	1.01395087
0.41935484	0.09677419	-0.05076990	0.00471834	1.01452827
0.45161290	0.09677419	-0.05311474	0.00309187	1.01518746
0.48387097	0.09677419	-0.05442280	0.00125475	1.01591117
0.51612903	0.09677419	-0.05459315	-0.00073248	1.01667536
0.54838710	0.09677419	-0.05356614	-0.00278671	1.01744946
0.58064516	0.09677419	-0.05133472	-0.00480395	1.01819751
0.61290323	0.09677419	-0.04795381	-0.00666469	1.01888055
0.64516129	0.09677419	-0.04354618	-0.00824260	1.01946003
0.67741935	0.09677419	-0.03830317	-0.00941627	1.01990202
0.70967742	0.09677419	-0.03247893	-0.01008274	1.02018164
0.74193548	0.09677419	-0.02637734	-0.01017146	1.02028704
0.77419355	0.09677419	-0.02033155	-0.00965674	1.02022202
0.80645161	0.09677419	-0.01467708	-0.00856739	1.02000686
0.83870968	0.09677419	-0.00972026	-0.00699290	1.01967694
0.87096774	0.09677419	-0.00570450	-0.00508733	1.01927923
0.90322581	0.09677419	-0.00277728	-0.00307410	1.01886732
0.93548387	0.09677419	-0.00096085	-0.00125715	1.01849552
0.96774194	0.09677419	-0.00012993	-0.00004545	1.01821315
1.00000000	0.09677419	0.00000000	0.00000000	1.01809999
0.00000000	0.12903226	0.00000000	0.00000000	1.01435505
0.03225806	0.12903226	-0.00089856	0.00255232	1.01411625
0.06451613	0.12903226	-0.00335296	0.00559840	1.01367764
0.09677419	0.12903226	-0.00713329	0.00850887	1.01331847
0.12903226	0.12903226	-0.01199745	0.01095896	1.01304178
0.16129032	0.12903226	-0.01769382	0.01281639	1.01285009
0.19354839	0.12903226	-0.02397113	0.01405652	1.01274470
0.22580645	0.12903226	-0.03058622	0.01470440	1.01272617
0.25806452	0.12903226	-0.03730728	0.01479906	1.01279519
0.29032258	0.12903226	-0.04391307	0.01437488	1.01295299
0.32258065	0.12903226	-0.05019036	0.01345542	1.01320128
0.35483871	0.12903226	-0.05593157	0.01205549	1.01354146
0.38709677	0.12903226	-0.06093445	0.01018844	1.01397345
0.41935484	0.12903226	-0.06500471	0.00787593	1.01449413
0.45161290	0.12903226	-0.06796209	0.00515793	1.01509572
0.48387097	0.12903226	-0.06964948	0.00210141	1.01576433
0.51612903	0.12903226	-0.06994457	-0.00119380	1.01647901
0.54838710	0.12903226	-0.06877273	-0.00459312	1.01721155
0.58064516	0.12903226	-0.06611981	-0.00793001	1.01792743
0.61290323	0.12903226	-0.06204330	-0.01101410	1.01858798
0.64516129	0.12903226	-0.05667993	-0.01364441	1.01915384
0.67741935	0.12903226	-0.05024783	-0.01562727	1.01958928
0.70967742	0.12903226	-0.04304156	-0.01679724	1.01986698
0.74193548	0.12903226	-0.03541873	-0.01703909	1.01997224
0.77419355	0.12903226	-0.02777751	-0.01630796	1.01990601
0.80645161	0.12903226	-0.02052581	-0.01464528	1.01968566
0.83870968	0.12903226	-0.01404436	-0.01218868	1.01934344
0.87096774	0.12903226	-0.00864710	-0.00917623	1.01892261
0.90322581	0.12903226	-0.00454368	-0.00594744	1.01847197
0.93548387	0.12903226	-0.00180950	-0.00294615	1.01803980
0.96774194	0.12903226	-0.00036909	-0.00073109	1.01766820
1.00000000	0.12903226	0.00000000	0.00000000	1.01750225
0.00000000	0.16129032	0.00000000	0.00000000	1.01467486
0.03225806	0.16129032	-0.00121468	0.00449925	1.01437090
0.06451613	0.16129032	-0.00440445	0.00915820	1.01382838
0.09677419	0.16129032	-0.00918185	0.01337878	1.01340983
0.12903226	0.16129032	-0.01519910	0.01684953	1.01310239
0.16129032	0.16129032	-0.02213643	0.01944863	1.01289477
0.19354839	0.16129032	-0.02969762	0.02116374	1.01277775
0.22580645	0.16129032	-0.03760714	0.02203334	1.01274476
0.25806452	0.16129032	-0.04560659	0.02210868	1.01279235
0.29032258	0.16129032	-0.05345011	0.02143365	1.01292012
0.32258065	0.16129032	-0.06089994	0.02003841	1.01313008
0.35483871	0.16129032	-0.06772333	0.01794314	1.01342548
0.38709677	0.16129032	-0.07369217	0.01516796	1.01380917
0.41935484	0.16129032	-0.07858586	0.01174597	1.01428162
0.45161290	0.16129032	-0.08219782	0.00773662	1.01483888
0.48387097	0.16129032	-0.08434515	0.00323723	1.01547068
0.51612903	0.16129032	-0.08488113	-0.00160924	1.01615897
0.54838710	0.16129032	-0.08370925	-0.00661148	1.01687732
0.58064516	0.16129032	-0.08079779	-0.01153338	1.01759147
